property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
8 West 14th Street,8 West 14th Street,MANHATTAN,Office,115500,UNCLEAR,False,False,True,4.4,14.0,0.32,81.6,217.7,0.5,45.6,15,13,0,513288,33822,1005770034,1009716,40.73626,-73.994248
600 Lexington Avenue,596 LEXINGTON AVENUE,MANHATTAN,Office,305167,UNCLEAR,False,False,True,12.8,14.0,0.92,19.5,0.4,0.0,0.0,8,0,1,3915842,4737495,1013070014,1036466,40.757847,-73.971394
The Sutton 57 Condominium,212 East 57 St,MANHATTAN,Multifamily Housing,60429,UNCLEAR,False,False,True,44.2,30.8,1.43,66.5,6.1,0.2,1.3,5,0,0,2667969,218211,1-01330-7501,1038595,40.75999,-73.966928
Stern College,215 Lexington Ave,MANHATTAN,College/University,208233,UNCLEAR,False,False,True,32.2,21.9,1.47,52.9,0.8,0.0,0.0,5,0,1,6708488,1749079,1-00888-7502,1018474,40.745541,-73.980339
1460 Broadway,1460 Broadway,MANHATTAN,Office,183834,UNCLEAR,False,False,True,1.0,14.0,0.07,6.0,1.8,0.0,0.0,5,0,2,182049,834011,1-00994-7504,1022573,40.754946,-73.986161
55 Fifth Avenue,55 Fifth Avenue,MANHATTAN,College/University,329175,UNCLEAR,False,False,True,24.7,21.9,1.13,26.6,0.1,0.0,0.0,1,0,1,8129408,5553864,1-00570-7501,1009373,40.734877,-73.994422
Archcare: 1339 York Ave,1339 York Ave,MANHATTAN,Senior Living Community,120799,UNCLEAR,False,False,False,269.3,55409.7,0.0,74.4,0,0,0,0,0,1,32535842,3181777,1014660021,1045836,40.766515,-73.954008
New YorK Gracie Square Hospital - 420 E 76th St,420 E 76th St,MANHATTAN,Hospital (General Medical & Surgical),82200,UNCLEAR,False,False,False,168.4,114.1,1.48,74.8,0,0,0,0,0,1,13842530,1261050,1014700033,1081243,40.769951,-73.953092
NH Lenox Hill,126 East 77th Street,MANHATTAN,Hospital (General Medical & Surgical),873000,UNCLEAR,False,False,False,156.5,114.1,1.37,62.2,0,0,0,0,0,0,136610093,24366559,1-01411-0001,1082182;1082184;1082185;1082187;1082598;1085491;1082180;1082599;1082183,40.773791,-73.960231
170 Central Park West,170 Central Park West,MANHATTAN,Museum,155933,UNCLEAR,False,False,False,151.8,106.8,1.42,58.6,0,0,0,0,0,0,23673341,4850465,1-01129-0029,1028816,40.779265,-73.973743
New York Eye & Ear Infirmary,310 East 14th St,MANHATTAN,Hospital (General Medical & Surgical),198896,UNCLEAR,False,False,False,143.7,114.1,1.26,50.9,0,0,0,0,0,0,28576487,4912176,1-00455-0005;1-00455-0001,1006511;1006510,40.732131,-73.984441
New York Eye & Ear Infirmary,310 East 14th St,MANHATTAN,Hospital (General Medical & Surgical),198896,UNCLEAR,False,False,False,135.9,114.1,1.19,50.5,0,0,0,0,0,0,27029353,5086152,1004550005;1004550001,1006511;1006510,40.732131,-73.984441
NYU Langone Ambulatory Care Center - 38th St,240 E. 38th St,MANHATTAN,Ambulatory Surgical Center,534472,UNCLEAR,False,False,False,131.9,98.7,1.34,47.0,0,0,0,0,0,2,70481692,23307705,1-00918-7501,1020338,40.747681,-73.974975
NYU Langone Orthopedic Hospital,301 E. 17th Street,MANHATTAN,Hospital (General Medical & Surgical),338424,UNCLEAR,False,False,False,130.6,114.1,1.15,56.6,0,0,0,0,0,1,44213223,9685153,1-00923-0001,1020429,40.73422,-73.983431
Guggenheim Museum,1070 Fifth Avenue,MANHATTAN,Museum,151844,UNCLEAR,False,False,False,130.3,106.8,1.22,64.1,0,0,0,0,0,1,19784424,3207994,1015000001,1046946,40.782925,-73.959391
"NH Lenox Health, Greenwich Village 1011094",20 7 Avenue,MANHATTAN,Hospital (General Medical & Surgical),151532,UNCLEAR,False,False,False,122.4,114.1,1.07,51.0,0,0,0,0,0,0,18553542,5173567,1006170055,1011094,40.737328,-74.000585
Museum of Modern Art Campus,11 West 53rd Street,MANHATTAN,Museum,744000,UNCLEAR,False,False,False,118.8,106.8,1.11,59.0,0,0,0,0,0,0,88368421,17464959,"1012690020;1012690058;1012690014,1012690009","1081128;1087646,1088174, 1071421",40.761002,-73.977201
Museum of Modern Art Campus,11 West 53rd Street,MANHATTAN,Museum,744000,UNCLEAR,False,False,False,118.8,106.8,1.11,0,0,0,0,0,0,0,88368421,16129614,"1012690020;1012690058,1012690009, 1012690013,1012690012,1012690011","1081127,1087646,1088174,1034530,1034529,1034528",40.761002,-73.977201
HSS - Campus,535 E. 70TH ST,MANHATTAN,Hospital (General Medical & Surgical),644696,UNCLEAR,False,False,False,114.1,114.1,1.0,48.8,0,0,0,0,0,0,73543412,22581745,1-01482-0020;1-01482-9020;1-01483-0023,1046256;1046258,40.765211,-73.953886
211 East 79th Street,211 East 79th Street,MANHATTAN,Residential Care Facility,170000,UNCLEAR,False,False,False,112.6,104.2,1.08,71.3,0,0,0,0,0,1,19144915,2144912,1-01525-0005,1048510,40.77408,-73.956794
HSS - Main Hospital,535 E 70th St,MANHATTAN,Hospital (General Medical & Surgical),566107,UNCLEAR,False,False,False,110.4,114.1,0.97,48.8,0,0,0,0,0,1,62511904,19194483,1-01482-0020;1-01482-9020,1046256,40.765211,-73.953886
WCMC - Belfer,413 East 69th Street,MANHATTAN,Laboratory,517490,UNCLEAR,False,False,False,109.3,89.9,1.22,49.3,0,0,0,0,0,4,56576584,22109644,1-01464-7502,1088793,40.765487,-73.956481
660 1st Avenue,660 First Avenue,MANHATTAN,Laboratory,108821,UNCLEAR,False,False,False,86.3,89.9,0.96,41.8,0,0,0,0,0,1,9388708,3839039,1009690005,1022549,40.746031,-73.971854
CBS Broadcast Center,530 W 57th Street,MANHATTAN,Other - Entertainment/Public Assembly,737480,UNCLEAR,False,False,False,86.0,76.4,1.13,28.9,0,0,0,0,0,0,63413391,45303613,1-01085-0001;1-01085-0023;1-01085-0041; 1-01085-0039,1076216;1027065;1027069; 1027068,40.769996,-73.990668
Schwarzman Animal Center,511 EAST 61 STREET,MANHATTAN,Urgent Care/Clinic/Other Outpatient,84685,UNCLEAR,False,False,True,83.6,83.6,1.0,61.0,-85.7,0.0,0.0,0,0,1,7080324,1324452,1014740040,1046252,40.759861,-73.958662
The Morgan Library and Museum,225 Madison Avenue,MANHATTAN,Museum,186440,UNCLEAR,False,False,False,79.7,106.8,0.75,52.8,0,0,0,0,0,2,14853240,3805782,1008660058,1017186,40.749387,-73.981763
ConEd East 16th Street,750 East 16th Street,MANHATTAN,Distribution Center,113371,UNCLEAR,False,False,False,79.6,79.6,1.0,44.9,0,0,0,0,0,2,9024168,2877472,1-00990-0001,1087617,40.72925,-73.973506
Brookfield Place Retail,230 Vesey Street,,Other - Entertainment/Public Assembly,106915,UNCLEAR,False,False,True,76.4,76.4,1.0,37.7,72.4,0.0,6.4,0,0,0,8169850,3965258,Not Available,Not Available,,
ABC 24W,24 West 67th Street,MANHATTAN,Other - Technology/Science,52024,UNCLEAR,False,False,True,75.2,75.2,1.0,14.8,-12.8,0.0,0.0,0,0,0,3909872,2689098,1011190021,1081015,40.773395,-73.979168
DHS_1110_Classified DHS Location,Classified DHS Location,,Other - Lodging/Residential,480000,UNCLEAR,False,False,False,75.1,91.9,0.82,85.7,0,0,0,0,0,0,36026981,1760800,1009620097,1087298,,
419 West 34th Street,419 West 34th Street,MANHATTAN,Residential Care Facility,122073,UNCLEAR,False,False,False,74.5,104.2,0.72,78.1,0,0,0,0,0,0,9099991,641700,1-00732-0025,1012859,40.75372,-73.997076
DEP > BWT_9615_Red Hook WPCP Campus,63 Flushing Ave,BROOKLYN,Wastewater Treatment Plant,602200,UNCLEAR,False,False,True,69.8,69.8,1.0,38.4,-2.3,0.0,0.0,0,0,0,42028322,16169585,3020230125,0,40.69802,-73.974986
333 E. 38th St,333 E. 38th St,MANHATTAN,Ambulatory Surgical Center,378753,UNCLEAR,False,False,False,64.7,98.7,0.66,51.7,0,0,0,0,0,2,24506539,6698466,1009447502,1021925,40.746756,-73.972727
Union League Club,38 East 37th Street,MANHATTAN,Social/Meeting Hall,98746,UNCLEAR,False,False,False,58.3,58.3,1.0,43.5,0,0,0,0,0,1,5756214,1679925,1-00866-0042,1017184,40.749458,-73.981103
Kimmel,351 E 68 St,MANHATTAN,Other - Specialty Hospital,60273,UNCLEAR,False,False,False,55.8,41.4,1.35,38.0,0,0,0,0,0,2,3364930,1609516,1-01443-0020,1044756,40.76574,-73.959026
S & G Hotel Corp - 109 W 45 ST,109 W 45 ST.,MANHATTAN,Hotel,60209,UNCLEAR,False,False,False,50.0,34.6,1.44,63.0,0,0,0,0,0,0,3010515,308560,1009980026,1022641,40.757026,-73.983291
ConEd Astoria Complex Service Center,31-01 20th Ave,QUEENS,Distribution Center,497653,UNCLEAR,False,False,False,49.5,79.6,0.62,52.9,0,0,0,0,0,0,24648936,4752963,4-00850-0001,4451403,40.779575,-73.906073
The Dominick,246 Spring Street,MANHATTAN,Hotel,390337,UNCLEAR,False,False,False,49.5,34.6,1.43,42.0,0,0,0,0,0,1,19318626,7014668,1-00491-7503,1088431,40.725616,-74.005253
1296 - The Benjamin Hotel New York City 125 East 50th. Street,125 East 50th. Street,MANHATTAN,Hotel,157462,UNCLEAR,False,False,False,48.5,34.6,1.4,60.8,0,0,0,0,0,1,7629580,1439369,1-0130-50020,1036452,40.75639,-73.972088
Pendry Manhattan West,440 West 33rd Street,MANHATTAN,Hotel,189379,UNCLEAR,False,False,False,47.1,34.6,1.36,40.8,0,0,0,0,0,1,8915665,2969116,1007290061,1089974,40.753281,-73.998145
895 Broadway,895 Broadway,MANHATTAN,Fitness Center/Health Club/Gym,57050,UNCLEAR,False,False,False,46.2,46.2,1.0,28.3,0,0,0,0,0,0,2635929,1114034,1-00848-0015,1080760,40.738928,-73.989846
411 E 10th Street - 35799,411 E 10th Street,MANHATTAN,Multifamily Housing,609026,UNCLEAR,False,False,False,46.1,30.8,1.5,56.5,0,0,0,0,0,0,28059939,1938182,1003820100,1078021;1078022;1078023;1078024;1078025,40.725628,-73.97691
AKAM - 322 East 57th Street,322 East 57th Street,MANHATTAN,Multifamily Housing,97529,UNCLEAR,False,False,False,45.9,30.8,1.49,51.5,0,0,0,0,0,0,4475220,873344,1-01349-0041,1039990,40.758869,-73.964272
42SCM-NYCNU- Union Square,201 Park Avenue South,MANHATTAN,Hotel,205473,UNCLEAR,False,False,False,45.5,34.6,1.31,44.2,0,0,0,0,0,1,9339885,2364874,1-00873-0001,1080799,40.736644,-73.988944
Soho Grand Hotel,310 West Broadway,MANHATTAN,Hotel,189986,UNCLEAR,False,False,False,45.3,34.6,1.31,36.7,0,0,0,0,0,1,8606303,3452936,1-00227-0028,1087764,40.721713,-74.004347
DEPM 1994 - 784 Park Ave,784 Park Avenue,MANHATTAN,Multifamily Housing,161572,UNCLEAR,False,False,False,45.3,30.8,1.47,73.9,0,0,0,0,0,0,7312373,715464,1-01388-0037,1041504,40.772496,-73.963311
Chez 66,Chez 66 Condominium,,Multifamily Housing,50074,UNCLEAR,False,False,False,45.0,30.8,1.46,62.2,0,0,0,0,0,0,2251227,340293,1-01381-7504,1041167,,
Perlmutter Cancer Center - 34th St,160 E 34th Street,MANHATTAN,Urgent Care/Clinic/Other Outpatient,117467,UNCLEAR,False,False,False,44.8,83.6,0.54,23.6,0,0,0,0,0,1,5259761,4981587,1-00889-0050,1018503,40.746104,-73.979036
35 PARK AVENUE,35 PARK AVENUE,MANHATTAN,Multifamily Housing,169062,UNCLEAR,False,False,False,44.7,30.8,1.45,75.2,0,0,0,0,0,0,7559536,729116,1008910003,1018885,40.748215,-73.9805
70 Park Ave,70 Park Ave,MANHATTAN,Hotel,95942,UNCLEAR,False,False,False,44.7,34.6,1.29,52.6,0,0,0,0,0,1,4292346,1133265,1-00868-0036,1017236,40.74976,-73.979403
Four Seasons Hotel NYC Downtown,27 Barclay St,MANHATTAN,Multifamily Housing,715320,UNCLEAR,False,False,False,44.7,30.8,1.45,54.2,0,0,0,0,0,1,31986006,7807555,1-00123-7502,1089428,40.712427,-74.009011
DEPM 1524 - 944 Fifth Ave,944 Fifth Avenue,MANHATTAN,Multifamily Housing,77800,UNCLEAR,False,False,False,44.6,30.8,1.45,64.8,0,0,0,0,0,0,3468405,524390,1-01390-0003,1041683,40.774723,-73.965368
157 East 57th Street,157 East 57th Street,MANHATTAN,Multifamily Housing,173168,UNCLEAR,False,False,False,44.4,30.8,1.44,63.5,0,0,0,0,0,0,7689251,941578,1-01312-0033,1036912,40.760701,-73.968566
165 E 66th St NY Residential Owner LLC,165 East 66th Street,MANHATTAN,Multifamily Housing,269310,UNCLEAR,False,False,False,44.4,30.8,1.44,63.8,0,0,0,0,0,1,11964385,1916792,1-01401-7501,1042464,40.766269,-73.964192
1646 1 Avenue,1646 1 Avenue,MANHATTAN,Multifamily Housing,213220,UNCLEAR,False,False,False,44.2,30.8,1.44,70.1,0,0,0,0,0,0,9428385,1046229,1015650001,1050529,40.776614,-73.949556
Orsid - 2 Columbus Avenue,2 COLUMBUS AVENUE,MANHATTAN,Multifamily Housing,251308,UNCLEAR,False,False,False,44.2,30.8,1.44,68.7,0,0,0,0,0,0,11116223,1464544,1011317501,1085729,40.769476,-73.985122
400 East 70th Street,400 East 70th Street,MANHATTAN,Multifamily Housing,267235,UNCLEAR,False,False,False,44.1,30.8,1.43,69.7,0,0,0,0,0,0,11788223,1480002,1-01464-7501,1045589,40.76645,-73.956874
Wallack - 155 East 72nd St,155 East 72nd Street,MANHATTAN,Multifamily Housing,102308,UNCLEAR,False,False,False,44.0,30.8,1.43,76.2,0,0,0,0,0,0,4503219,396593,1-01407-0026,1042849,40.770215,-73.961692
Parkchester North Campus (BBL 2039447501),1 Metropolitan Oval,BRONX,Multifamily Housing,3839345,UNCLEAR,False,False,False,44.0,30.8,1.43,68.2,0,0,0,0,0,0,169079100,14873390,2039447501,2096667;2096599;2096675;2096681;2096679;2096677;2096670;2096673;2096683;2096687;2096684;2096689;2096694;2096692;2096691;2096697;2096699;2096700;2096702;2096701;2096704;2096703;2096705;2096706;2096707;2096710;2096712;2096715;2096717;2096752;2096756;2096757;2096759;2096760;2096758;2096767;2096763;2096764;2096765;2096766;2096768;2096769;2096772;2096771;2096773;2096770;2096774;2096775;2096777;2096776;2096780;2096779;2096778,40.838834,-73.860229
AKAM - 207 East 57th Street,207 East 57th Street,MANHATTAN,Multifamily Housing,115170,UNCLEAR,False,False,False,43.6,30.8,1.42,51.4,0,0,0,0,0,1,5025037,1364338,1-01331-7503,1087269,40.760042,-73.967011
(7040-7042) - 185 WEA (185 West End Avenue),185 West End Avenue,MANHATTAN,Multifamily Housing,554579,UNCLEAR,False,False,False,43.4,30.8,1.41,74.5,0,0,0,0,0,0,24041826,2407554,1-01179-7502,1070754,40.777612,-73.986092
AKAM - 124 East 79th Street,124 East 79th Street,MANHATTAN,Multifamily Housing,75789,UNCLEAR,False,False,False,43.0,30.8,1.4,62.4,0,0,0,0,0,1,3255223,553808,1-01413-7501,1043270,40.775251,-73.959605
DEPM 2730 - 860 Park Ave,860 Park Avenue,MANHATTAN,Multifamily Housing,71800,UNCLEAR,False,False,False,43.0,30.8,1.4,66.9,0,0,0,0,0,0,3086316,439043,1-01392-0036,1041828,40.77451,-73.96135
DEPM 1616 - 2 East 70th St,2 East 70th Street,MANHATTAN,Multifamily Housing,75999,UNCLEAR,False,False,False,42.9,30.8,1.39,59.4,0,0,0,0,0,0,3261148,573943,1-01384-0069,1041322,40.77104,-73.96776
GPG - 1470 First Avenue,1470 First Avenue,MANHATTAN,Multifamily Housing,63873,UNCLEAR,False,False,False,42.9,30.8,1.39,50.4,0,0,0,0,0,0,2741498,520635,1-01471-0003,1045948,40.770679,-73.95389
1200 Fifth Avenue,1200 Fifth Avenue,MANHATTAN,Multifamily Housing,112559,UNCLEAR,False,False,False,42.3,30.8,1.37,53.1,0,0,0,0,0,1,4764059,1212729,1-01607-7501,1051486,40.791138,-73.953388
Cipriani Club Residences - data,55 Wall Street,MANHATTAN,Multifamily Housing,188278,UNCLEAR,False,False,False,42.1,30.8,1.37,15.5,0,0,0,0,0,1,7924912,3289491,1-00027-7501,1000827,40.706191,-74.009165
DEPM 1532 - 45 West 54th St,45 West 54 Street,MANHATTAN,Multifamily Housing,65182,UNCLEAR,False,False,False,42.1,30.8,1.37,70.5,0,0,0,0,0,0,2745077,319036,1012700008,1034787,40.761677,-73.976868
60 West 57th Street,60 West 57th Street,MANHATTAN,Multifamily Housing,303642,UNCLEAR,False,False,False,42.1,30.8,1.37,62.1,0,0,0,0,0,1,12771991,2284389,1012720001,1035037,40.763738,-73.975824
Madison 79 Associates,50 East 79th Street,MANHATTAN,Multifamily Housing,203752,UNCLEAR,False,False,False,42.0,30.8,1.36,66.4,0,0,0,0,0,1,8552920,1220756,1-01393-0052,1041883,40.776097,-73.961616
Washington Hotel,123 Washington Street,MANHATTAN,Multifamily Housing,387124,UNCLEAR,False,False,False,42.0,30.8,1.36,50.6,0,0,0,0,0,1,16240836,4304461,1000537502,1088442,40.709139,-74.01402
Edgewater Apartments Inc.,530 East 72nd Street,MANHATTAN,Multifamily Housing,214500,UNCLEAR,False,False,False,41.9,30.8,1.36,72.0,0,0,0,0,0,1,8987739,975556,1014830028,1046259,40.766226,-73.95229
79TN9-NYCEB-The New York EDITION,5 Madison Avenue,MANHATTAN,Hotel,242151,UNCLEAR,False,False,False,41.9,34.6,1.21,38.3,0,0,0,0,0,1,10153238,4072027,1-00853-0001,1016741,40.741184,-73.987759
Southbridge Towers,80 Beekman Street,MANHATTAN,Multifamily Housing,2384399,UNCLEAR,False,False,False,41.6,30.8,1.35,67.4,0,0,0,0,0,0,99143859,11738495,1-00094-0001,1083347;1083348;1087916;1083353;1083350;1083349;1083354;1083355;1083356,40.708708,-74.003942
Halstead - 350 West 50th St,350 West 50th Street,MANHATTAN,Multifamily Housing,682727,UNCLEAR,False,False,False,41.6,30.8,1.35,56.4,0,0,0,0,0,1,28399422,5182363,1-01040-7501,1077841,40.762988,-73.987791
165 East 72nd St,165 East 72nd St,MANHATTAN,Multifamily Housing,291500,UNCLEAR,False,False,False,41.6,30.8,1.35,66.6,0,0,0,0,0,0,12140842,1664673,1-01407-0033,1042850; 1085156,40.770135,-73.961497
Gramercy Park Hotel-RDA,2 Lexington Avenue,MANHATTAN,Hotel,196682,UNCLEAR,False,False,True,41.4,34.6,1.2,67.3,-31.4,0.0,0.0,0,0,1,8150315,1162256,1008770018,1017990,40.738315,-73.985616
DEPM 1988 - 778 Park Ave,778 Park Avenue,MANHATTAN,Multifamily Housing,119203,UNCLEAR,False,False,False,41.4,30.8,1.35,55.1,0,0,0,0,0,0,4937297,1164217,1013880033,1041503,40.771972,-73.963203
The Diplomat Condominium,204 East 47 Street,MANHATTAN,Multifamily Housing,67609,UNCLEAR,False,False,False,41.4,30.8,1.35,52.8,0,0,0,0,0,1,2800419,675022,1013207503,1037889,40.753768,-73.971739
Allied - 40 East 66th Street,40 East 66th Street,MANHATTAN,Multifamily Housing,98550,UNCLEAR,False,False,False,41.2,30.8,1.34,52.5,0,0,0,0,0,0,4063346,1047892,1-01380-7501,1087937,40.767801,-73.967841
985 Fifth Avenue LLC,"985 5th Avenue, New York",MANHATTAN,Multifamily Housing,102053,UNCLEAR,False,False,False,41.1,30.8,1.34,83.8,0,0,0,0,0,0,4195346,213447,1014910004,1046427,40.777418,-73.96341
DEPM 1188 - 12 Beekman Place,12 Beekman Place,MANHATTAN,Multifamily Housing,93616,UNCLEAR,False,False,False,40.9,30.8,1.33,71.6,0,0,0,0,0,0,3827570,416238,1-01361-0039,1040084,40.753105,-73.964982
"17 and 24 Corporation (17 West 54th Street, 24 West 55th St) (Campus)",17 West 54th Street,MANHATTAN,Multifamily Housing,210282,UNCLEAR,False,False,False,40.8,30.8,1.32,62.7,0,0,0,0,0,0,8570102,1431935,1012700020,1080440;1080441,40.761405,-73.976222
4 East 72nd Street,4 East 72nd Street,MANHATTAN,Multifamily Housing,113068,UNCLEAR,False,False,False,40.8,30.8,1.32,36.0,0,0,0,0,0,0,4607989,662653,1-01386-0064,1041377,40.772311,-73.966702
400 Fifth Avenue (398 Fifth Avenue),400 Fifth Avenue,MANHATTAN,Multifamily Housing,561037,UNCLEAR,False,False,False,40.6,30.8,1.32,46.5,0,0,0,0,0,1,22754605,6598011,1-00838-7501,1015937,40.750038,-73.983409
1411 3rd Avenue,1411 3rd Avenue,MANHATTAN,Multifamily Housing,233959,UNCLEAR,False,False,False,40.2,30.8,1.31,46.8,0,0,0,0,0,0,9401400,2639898,1-01526-7501,1048523,40.775008,-73.956757
H+H_9089_Bellevue Hospital: Ambulatory Care Building,462 1st Ave,MANHATTAN,Ambulatory Surgical Center,210000,UNCLEAR,False,False,False,40.2,98.7,0.41,100.0,0,0,0,0,0,1,8449018,0,1009620100,1087295,40.739497,-73.976624
AKAM - 333 East 57th Street,333 East 57th Street,MANHATTAN,Multifamily Housing,105000,UNCLEAR,False,False,False,40.2,30.8,1.31,76.1,0,0,0,0,0,0,4218928,369998,1-01350-0014,1040001,40.758775,-73.964005
Lotte New York Palace,455 Madison Avenue,MANHATTAN,Hotel,882210,UNCLEAR,False,False,False,40.2,34.6,1.16,24.3,0,0,0,0,0,1,35482742,8206739,1012860021,1035462,40.758114,-73.975393
340 East 57 Street,340 East 57th Street,MANHATTAN,Multifamily Housing,80300,UNCLEAR,False,False,False,40.2,30.8,1.31,75.7,0,0,0,0,0,0,3230701,261423,1-01349-0035,1039988,40.758759,-73.964008
The Tribeca Condominium (303 Greenwich St.),303 Greenwich St.,MANHATTAN,Multifamily Housing,114601,UNCLEAR,False,False,False,40.1,30.8,1.3,0,0,0,0,0,0,0,4595025,1293502,1001407501,1066317,40.716396,-74.010934
DEPM 1588 - 25 Sutton Pl,25 Sutton Place,MANHATTAN,Multifamily Housing,67500,UNCLEAR,False,False,False,40.1,30.8,1.3,68.0,0,0,0,0,0,0,2707405,359385,1-01372-0062,1040744,40.758162,-73.960078
DEPM 1634 - 799 Park Ave,799 Park Avenue,MANHATTAN,Multifamily Housing,152394,UNCLEAR,False,False,False,40.0,30.8,1.3,66.5,0,0,0,0,0,0,6099047,867010,1-01409-0001,1043073,40.772551,-73.962755
The Stanford Condominium (45 East 25th Street ),45 East 25th Street,MANHATTAN,Multifamily Housing,144680,UNCLEAR,False,False,False,39.5,30.8,1.28,66.5,0,0,0,0,0,0,5719642,798917,1008557501,1016750,40.742007,-73.986705
DEPM 2680 - 825 Fifth Ave,825 Fifth Avenue,MANHATTAN,Multifamily Housing,142621,UNCLEAR,False,False,False,39.1,30.8,1.27,63.0,0,0,0,0,0,0,5575378,818377,1-01378-0070,1041056,40.767121,-73.970914
Buchbinder: 230 East 50th St,230 E 50th St,MANHATTAN,Multifamily Housing,54000,UNCLEAR,False,False,False,39.1,30.8,1.27,71.2,0,0,0,0,0,0,2111219,222333,1-01323-0036,1038238,40.755472,-73.969948
900 Park Avenue,900 PARK AVE.,MANHATTAN,Multifamily Housing,213234,UNCLEAR,False,False,False,39.0,30.8,1.27,72.4,0,0,0,0,0,0,8315564,884887,1014917501,1046471,40.776022,-73.960768
Main Campus - Lot 05 (Part of MSKCC - Main Campus / RRL / ZRC),1275  York Ave,MANHATTAN,Other - Specialty Hospital,1208625,UNCLEAR,False,False,False,38.8,41.4,0.94,13.2,0,0,0,0,0,1,46922958,48629099,1-01462-0005,1087284,40.764199,-73.955695
1314 York Ave - 29380,1314 York Ave,MANHATTAN,Multifamily Housing,655041,UNCLEAR,False,False,False,38.8,30.8,1.26,57.7,0,0,0,0,0,0,25393087,5398097,1-01482-0001,1046255,40.765683,-73.95459
AKAM - 140 West End Avenue,140 West End Avenue,MANHATTAN,Multifamily Housing,681646,UNCLEAR,False,False,False,38.7,30.8,1.26,65.2,0,0,0,0,0,2,26385441,3701628,1-01158-7504,1070711,40.776083,-73.987179
Beekman Tenants - 575 Park Avenue,575 Park Avenue,MANHATTAN,Multifamily Housing,202841,UNCLEAR,False,False,False,38.6,30.8,1.25,55.9,0,0,0,0,0,1,7824974,1808278,1-01397-0069,1042059,40.765219,-73.968106
201 East 79th Tenants Corporation (201 E 79 Street),201 E 79 Street,MANHATTAN,Multifamily Housing,305596,UNCLEAR,False,False,False,38.6,30.8,1.25,65.3,0,0,0,0,0,1,11803012,1731202,1015250001,1048509,40.774149,-73.956952
DEPM 7552 - 167 East 61st St,167 East 61st Street,MANHATTAN,Multifamily Housing,295890,UNCLEAR,False,False,False,38.5,30.8,1.25,48.2,0,0,0,0,0,1,11404311,3196751,1-01396-0033,1041986,40.763176,-73.966526
1313 York Ave - 29365,1313 York Ave,MANHATTAN,Multifamily Housing,440673,UNCLEAR,False,False,False,38.3,30.8,1.24,53.8,0,0,0,0,0,2,16876067,4037294,1-01465-0021,1045818,40.765692,-73.954608
415 East 37 Street - Horizon,415 East 37th Street,MANHATTAN,Multifamily Housing,583000,UNCLEAR,False,False,False,38.2,30.8,1.24,63.0,0,0,0,0,0,0,22264781,3577593,1-00969-7501,1076168,40.745564,-73.971822
301 East 66th Street,301 East 66th Street,MANHATTAN,Multifamily Housing,244837,UNCLEAR,False,False,False,37.8,30.8,1.23,58.5,0,0,0,0,0,0,9243666,1492818,1-01441-7501,1044738,40.764846,-73.960789
Stella Towers Condo (425 West 50th Street),425 West 50th Street,MANHATTAN,Data Center,325608,UNCLEAR,False,False,False,37.7,27.0,1.4,22.3,0,0,0,0,0,4,12273671,12549252,1010607502,1026676,40.763878,-73.989853
Courtyard Manhattan/ Midtown East,866 Third Ave,MANHATTAN,Hotel,140000,UNCLEAR,False,False,True,37.6,34.6,1.09,35.4,-14.0,0.0,0.0,0,0,1,5258459,2809619,1013080033,1036473,40.757435,-73.9696
425 MADISON AVENUE,425 MADISON AVENUE,MANHATTAN,Mixed Use Property,102519,UNCLEAR,False,False,False,37.6,26.3,1.43,50.1,0,0,0,0,0,2,3852249,1044870,1012840052,1035443,40.757082,-73.976145
Orsid - 61 7th Avenue,61 7th Avenue,MANHATTAN,Multifamily Housing,412000,UNCLEAR,False,False,False,37.5,30.8,1.22,52.1,0,0,0,0,0,0,15436131,3726369,1-00790-0001,1014515,40.738599,-73.999636
(7385) - 385 First Avenue Condominium (385 First Avenue New York),385 First Avenue New York,MANHATTAN,Multifamily Housing,150800,UNCLEAR,False,False,False,37.3,30.8,1.21,59.8,0,0,0,0,0,0,5619530,1082860,1-00928-7505,1086124,40.73639,-73.978775
160 WEA (160 West End Avenue),160 West End Avenue,MANHATTAN,Multifamily Housing,482878,UNCLEAR,False,False,False,37.1,30.8,1.21,61.8,0,0,0,0,0,1,17920507,3049300,1011587501,1070689,40.776193,-73.984984
505 LaGuardia Place - 36568,505 LaGuardia Place,MANHATTAN,Multifamily Housing,234115,UNCLEAR,False,False,False,37.0,30.8,1.2,66.4,0,0,0,0,0,0,8658369,1153019,1-00524-0001,1008241,40.727667,-73.999282
(7046) - 399 East 72nd Apartment Owners Inc. (399 E 72 St),399 E 72 St,MANHATTAN,Multifamily Housing,159403,UNCLEAR,False,False,False,37.0,30.8,1.2,59.7,0,0,0,0,0,0,5903983,1081869,1-01467-0001,1045843,40.767778,-73.955917
DEPM 2970 - 515 Park Ave,515 Park Avenue,MANHATTAN,Multifamily Housing,163000,UNCLEAR,False,False,False,37.0,30.8,1.2,51.0,0,0,0,0,0,1,6033613,1641733,1-01394-7501,1041908,40.763394,-73.969439
