property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
DEPM 2586 - 350 East 57th Street,350 East 57th Street,MANHATTAN,Multifamily Housing,75512,UNCLEAR,False,False,False,36.8,30.8,1.2,72.7,0,0,0,0,0,0,2780643,283431,1-01349-0032,1039987,40.758696,-73.963864
CAMPOS PLAZA II,643 EAST 13TH STREET,MANHATTAN,Multifamily Housing,335728,UNCLEAR,False,False,False,36.8,30.8,1.2,66.5,0,0,0,0,0,0,12352444,1515643,1003960010,1077502;1077503,40.728241,-73.977299
MSKCC Super Campus -  Main Campus / RRL / ZRC,1275  York Ave,MANHATTAN,Other - Specialty Hospital,2490355,UNCLEAR,False,False,False,36.7,41.4,0.89,13.5,0,0,0,0,0,0,91481883,106780522,1-01462-0001; 1-01462-0005; 1-01463-7501; 1-01461-0013,1045572; 1087284; 1087313; 1045570,40.764199,-73.955695
420 E 58th Street - 44846,420 E 58th Street,MANHATTAN,Multifamily Housing,94591,UNCLEAR,False,False,False,36.6,30.8,1.19,67.5,0,0,0,0,0,0,3465536,449490,1-01369-7501,1040561,40.758698,-73.961781
Orsid - 170 West End Ave,170 West End Ave,MANHATTAN,Multifamily Housing,477360,UNCLEAR,False,False,False,36.5,30.8,1.18,61.0,0,0,0,0,0,1,17403390,2952932,1-01158-7505,1070721,40.776775,-73.984565
Ritz Carlton Central Park,50 Central Park South,MANHATTAN,Hotel,361931,UNCLEAR,False,False,False,36.5,34.6,1.06,42.3,0,0,0,0,0,0,13226141,4799604,1012747503,1035256,40.765163,-73.975051
Dream Hotel: 355 West 16th St,355 West 16th St,MANHATTAN,Hotel,196328,UNCLEAR,False,False,False,36.3,34.6,1.05,22.6,0,0,0,0,0,1,7124545,4171504,1-00740-7502,1088885,40.741733,-74.003082
Fitzpatrick Grand Central Hotel,141 East 44th Street,MANHATTAN,Hotel,72307,UNCLEAR,False,False,False,36.3,34.6,1.05,41.5,0,0,0,0,0,1,2622107,831606,1-01299-0023,1036175,40.752454,-73.974403
Wallack - 308 East 72nd St,308 East 72nd Street,MANHATTAN,Multifamily Housing,158196,UNCLEAR,False,False,False,36.2,30.8,1.18,54.7,0,0,0,0,0,1,5727247,1360589,1-01446-7502,1085184,40.768457,-73.957566
12 East 88th Street Condominium (12 East 88th Street),12 East 88th Street,MANHATTAN,Multifamily Housing,102804,UNCLEAR,False,False,False,36.2,30.8,1.18,64.5,0,0,0,0,0,0,3720384,529461,1014997502,1046923,40.782557,-73.958832
76 Madison Avenue,76 Madison Avenue,MANHATTAN,Multifamily Housing,69610,UNCLEAR,False,False,False,36.1,30.8,1.17,50.2,0,0,0,0,0,1,2515387,732574,1008577501,1087536,40.743865,-73.98581
(7953) - 53 West 53rd Street Condominium (53 West 53 St),53 West 53 St,MANHATTAN,Multifamily Housing,759387,UNCLEAR,False,False,False,36.0,30.8,1.17,45.7,0,0,0,0,0,4,27364068,8977138,1-01269-7502,1090777,40.761422,-73.978204
330 East 75th St,330 East 75th St,MANHATTAN,Multifamily Housing,263853,UNCLEAR,False,False,False,35.5,30.8,1.15,65.9,0,0,0,0,0,0,9376064,1385177,1-01449-7501,1044935,40.769916,-73.95498
AKAM - 150 West End Avenue,150 West End Avenue,MANHATTAN,Multifamily Housing,513351,UNCLEAR,False,False,False,35.5,30.8,1.15,62.3,0,0,0,0,0,1,18226422,2932795,1-01158-7503,1070703,40.776706,-73.986727
Wallack - 447 East 57th Street,447 EAST 57 STREET,MANHATTAN,Multifamily Housing,86250,UNCLEAR,False,False,False,35.3,30.8,1.15,77.6,0,0,0,0,0,0,3044664,245605,1013690016,1040541,40.757864,-73.961843
DEPM 2292 - 993 Fifth Ave,993 Fifth Avenue,MANHATTAN,Multifamily Housing,108209,UNCLEAR,False,False,False,35.1,30.8,1.14,60.7,0,0,0,0,0,0,3800868,696867,1-01492-0003,1046609,40.777997,-73.962983
Stuyvesant Town,252 First Ave,MANHATTAN,Multifamily Housing,9055218,UNCLEAR,False,False,False,35.1,30.8,1.14,63.8,0,0,0,0,0,1,317743819,43719356,1009720001,1082644;1082726;1082766;1082768;1082769;1082771;1082848;1082849;1082850;1082851;1082852;1082853;1082857;1082858;1082859;1082860;1082862;1082863;1082864;1082865;1082866;1082867;1082868;1082869;1082870;1082871;1082872;1082874;1082875;1082877;1082878;1082879;1082880;1082881;1082882;1082883;1082884;1082885;1082886;1089231,40.731903,-73.982013
DEPM 1286 - 45 Sutton Place South,45 Sutton Place South,MANHATTAN,Multifamily Housing,499554,UNCLEAR,False,False,False,35.1,30.8,1.14,69.3,0,0,0,0,0,0,17534481,2175480,1-01371-0014,1040721,40.755805,-73.961812
Henry Phipps Plaza North,315 East 29 Street,MANHATTAN,Multifamily Housing,176898,UNCLEAR,False,False,False,34.6,30.8,1.12,63.6,0,0,0,0,0,0,6121984,900275,1009350013,1020616,40.741287,-73.977305
DEPM 1136 - 111 East 85th St,111 East 85th Street,MANHATTAN,Multifamily Housing,221204,UNCLEAR,False,False,False,34.5,30.8,1.12,62.7,0,0,0,0,0,0,7637736,1286733,1-01514-0008,1047928,40.779252,-73.957094
80 John Street,80 John Street,MANHATTAN,Multifamily Housing,200610,UNCLEAR,False,False,False,34.5,30.8,1.12,54.2,0,0,0,0,0,0,6928382,1185217,1-00068-7501,1001115,40.708445,-74.006886
140 West Street Condominium,90 Barclay Street,MANHATTAN,Mixed Use Property,1014254,UNCLEAR,False,False,True,34.5,26.3,1.31,43.3,-67.0,0.0,0.0,0,0,2,34948952,10316162,1000847501,1001228,40.714035,-74.012557
Halstead - 110 Central Park South,110 Central Park South,MANHATTAN,Multifamily Housing,142283,UNCLEAR,False,False,False,34.3,30.8,1.11,50.2,0,0,0,0,0,1,4880890,1411996,1-01011-0038,1023756,40.765912,-73.976816
236 East 47th St,236 East 47th St,MANHATTAN,Multifamily Housing,169384,UNCLEAR,False,False,False,33.9,30.8,1.1,51.8,0,0,0,0,0,0,5744859,1522987,1-01320-7505,1037604;1802386;1802387,40.753551,-73.971226
AKAM - 315 West 70th Street,315 West 70th Street,MANHATTAN,Multifamily Housing,258974,UNCLEAR,False,False,False,33.7,30.8,1.09,59.1,0,0,0,0,0,1,8718362,1604450,1-01182-0020,1030930,40.778748,-73.986073
AKAM - 1212 Fifth Avenue,1212 Fifth Avenue,MANHATTAN,Multifamily Housing,113035,UNCLEAR,False,False,False,33.7,30.8,1.09,58.9,0,0,0,0,0,0,3808891,657878,1016077502,1051490,40.791505,-73.95312
Dermot - 220 East 72nd Street,220 East 72Nd St,MANHATTAN,Multifamily Housing,186113,UNCLEAR,False,False,False,33.6,30.8,1.09,65.0,0,0,0,0,0,0,6244619,947189,1-01426-9035,1085708,40.769465,-73.959952
The Gotham Condominium (170-184  E. 87th Street) (Campus),170-184  E. 87th Street,MANHATTAN,Multifamily Housing,402015,UNCLEAR,False,False,False,33.6,30.8,1.09,51.6,0,0,0,0,0,1,13508008,3607298,1015157503,1047961;1089303,40.779846,-73.954342
345 East 56th St,345 East 56th St,MANHATTAN,Multifamily Housing,227348,UNCLEAR,False,False,False,33.5,30.8,1.09,49.8,0,0,0,0,0,1,7624907,2204218,1-01349-7501,1071989,40.75818,-73.964676
DEPM 1418 - 125 East 63rd St,125 East 63rd Street,MANHATTAN,Multifamily Housing,64070,UNCLEAR,False,False,False,33.3,30.8,1.08,66.0,0,0,0,0,0,0,2133712,307020,1-01398-0010,1042091,40.764974,-73.966911
880 Fifth Ave,880 Fifth Ave,MANHATTAN,Multifamily Housing,337286,UNCLEAR,False,False,False,33.3,30.8,1.08,67.1,0,0,0,0,0,0,11229761,1575777,1013840001,1041291,40.770607,-73.968367
Gramercy Park Hotel - 2 Lexington Ave,2 Lexington Avenue,MANHATTAN,Hotel,200000,UNCLEAR,False,False,False,33.2,34.6,0.96,48.5,0,0,0,0,0,1,6638265,985916,1-00877-0018,1017990,40.738315,-73.985616
DEPM 2462 - 16 Sutton Pl,16 Sutton Place,MANHATTAN,Multifamily Housing,130000,UNCLEAR,False,False,False,33.1,30.8,1.08,70.1,0,0,0,0,0,0,4308253,497680,1-01369-0026,1040544,40.757767,-73.960388
255 E 74th St,255 East 74th Street,MANHATTAN,Multifamily Housing,256863,UNCLEAR,False,False,False,33.0,30.8,1.07,36.4,0,0,0,0,0,1,8488895,3504375,1-01429-7502,1087912,40.770568,-73.958439
Evans Tower Condominium (171 East 84th Street),171 East 84th Street,MANHATTAN,Multifamily Housing,286853,UNCLEAR,False,False,False,32.6,30.8,1.06,49.3,0,0,0,0,0,0,9352542,2401478,1015137501,1047704,40.777843,-73.955722
The Downtown Club Condominium (20 West St),20 West St,MANHATTAN,Multifamily Housing,282079,UNCLEAR,False,False,False,32.5,30.8,1.06,54.8,0,0,0,0,0,0,9169275,2192593,1000157502,1087243,40.706358,-74.016151
AKAM - 180 West End Avenue,180 West End Avenue,MANHATTAN,Multifamily Housing,521080,UNCLEAR,False,False,False,32.5,30.8,1.06,55.2,0,0,0,0,0,2,16925153,2631718,1-01158-7502,1070696,40.777615,-73.986066
AKAM - 325 Fifth Avenue,325 Fifth Avenue,MANHATTAN,Multifamily Housing,317446,UNCLEAR,False,False,False,32.5,30.8,1.06,43.4,0,0,0,0,0,1,10325975,3080170,1-00862-7503,1087309,40.747428,-73.985282
Century - 225 East 36th Street,221 EAST 36 STREET,MANHATTAN,Multifamily Housing,217438,UNCLEAR,False,False,False,32.2,30.8,1.05,73.7,0,0,0,0,0,1,6998392,611561,1009170017,1020204,40.746551,-73.976083
45 East 80th Street,45 E. 80TH ST.,MANHATTAN,Multifamily Housing,105145,UNCLEAR,False,False,False,31.9,30.8,1.04,49.3,0,0,0,0,0,1,3350185,1000320,1014927501,1076323,40.776857,-73.961258
110 Wall Street,110 Wall Street,MANHATTAN,Mixed Use Property,294461,UNCLEAR,False,False,False,31.8,26.3,1.21,39.3,0,0,0,0,0,1,9364518,3852893,1-00037-0008,1000872,40.704638,-74.006694
DEPM 1736 - 169 East 69th St,169 East 69th Street,MANHATTAN,Multifamily Housing,271000,UNCLEAR,False,False,False,31.7,30.8,1.03,74.8,0,0,0,0,0,1,8591337,808335,1-01404-0033,1042497,40.768129,-73.962743
DEPM 7668 - 870 Fifth Ave,870 Fifth Avenue,MANHATTAN,Multifamily Housing,240157,UNCLEAR,False,False,False,31.7,30.8,1.03,70.4,0,0,0,0,0,0,7616393,897279,1-01383-0001,1041250,40.769802,-73.968421
DEPM 2402 - 240 East 47th St,240 East 47th Street,MANHATTAN,Multifamily Housing,348110,UNCLEAR,False,False,False,31.7,30.8,1.03,47.4,0,0,0,0,0,1,11048343,3592241,1-01320-7501,1037607,40.753524,-73.971161
Halstead - 56 Pine Street,56 Pine Street,MANHATTAN,Multifamily Housing,86839,UNCLEAR,False,False,False,31.6,30.8,1.03,42.8,0,0,0,0,0,1,2747514,1075346,1-00041-7503,1001009,40.706606,-74.008404
655 6th Avenue,655 Sixth Avenue,MANHATTAN,Multifamily Housing,121206,UNCLEAR,False,False,False,31.2,30.8,1.02,43.6,0,0,0,0,0,1,3787372,1432087,1-00796-7504,1087522,40.741135,-73.9941
53 5 Avenue,53 5  Ave,MANHATTAN,Other - Education,281139,UNCLEAR,False,False,False,31.1,35.0,0.89,30.6,0,0,0,0,0,1,8740390,4228864,1005707501,1009373,40.734767,-73.994505
118 East 60th Street,118 E. 60Th Street,MANHATTAN,Multifamily Housing,360173,UNCLEAR,False,False,False,30.9,30.8,1.0,59.1,0,0,0,0,0,1,11122574,2231017,1013940007,1041902,40.763174,-73.968493
500 Park Avenue - Parent (CEA),500 Park Avenue,MANHATTAN,Mixed Use Property,377704,UNCLEAR,False,False,False,30.7,26.3,1.17,40.4,0,0,0,0,0,0,11610882,4771452,1-01294-0037;1-01294-7501,1036084;1036086,40.762977,-73.97037
1965 Broadway & 155 West 66th St Campus,1965 Broadway- 155 West 66th St,,Multifamily Housing,709092,UNCLEAR,False,False,False,30.6,30.8,0.99,46.3,0,0,0,0,0,0,21688843,7104718,"1-01138-7502,1-01138-7503","1028839,1028838",,
60 Sutton Place South,60 Sutton Pl S,MANHATTAN,Multifamily Housing,419413,UNCLEAR,False,False,False,30.6,30.8,0.99,42.3,0,0,0,0,0,1,12833421,1171377,1-01365-0020,1040160,40.755286,-73.962231
TMG - 90 Washington St,90 Washington Street,MANHATTAN,Multifamily Housing,325672,UNCLEAR,False,False,False,30.4,30.8,0.99,48.6,0,0,0,0,0,1,9915787,2735877,1-00017-0029,1000793,40.708082,-74.014446
1965 Broadway,1965 Broadway,MANHATTAN,Multifamily Housing,501634,UNCLEAR,False,False,False,30.3,30.8,0.98,47.4,0,0,0,0,0,1,15209041,4893018,1-01138-7502,1028839,40.774123,-73.982229
655 and 663 Fifth Avenue (Sator Realty),655 and 663 Fifth Avenue,,Mixed Use Property,131887,UNCLEAR,False,False,False,30.1,26.3,1.15,30.1,0,0,0,0,0,0,3975243,2561098,"1012880001, 1012880003","1035706, 1035707",,
(3310) - 310 West 52 Street Condominium (310 W. 52nd Street),310 W. 52nd Street,MANHATTAN,Multifamily Housing,262508,UNCLEAR,False,False,False,29.4,30.8,0.96,48.6,0,0,0,0,0,1,7730827,1918579,1-01042-7502,1087538,40.76374,-73.98568
CUNY SC > BAC_58_Baruch College: William and Anita Newman Vertical,55 Lexington Ave,MANHATTAN,College/University,807696,UNCLEAR,False,False,False,29.4,21.9,1.34,36.2,0,0,0,0,0,1,23717616,12219872,1008800024,1086514,40.740596,-73.983938
Greenberg Hall,545 First Avenue,MANHATTAN,Residence Hall/Dormitory,217465,UNCLEAR,False,False,False,29.2,34.2,0.86,51.6,0,0,0,0,0,0,6359363,1713655,1-00936-0037,1020760;1800054,40.742233,-73.974659
DEPM 2446 - 33 West 56 St,33 West 56th Street,MANHATTAN,Multifamily Housing,96244,UNCLEAR,False,False,False,28.7,30.8,0.93,44.1,0,0,0,0,0,1,2759393,1017299,1-01272-7501,1035044,40.762813,-73.975673
DEPM 7540 - 150 Nassau St,150 Nassau Street,MANHATTAN,Multifamily Housing,188133,UNCLEAR,False,False,False,28.6,30.8,0.93,32.8,0,0,0,0,0,1,5373520,2468349,1-00100-7501,1087756,40.711541,-74.006027
Peter Cooper Village,360 First Avenue,MANHATTAN,Multifamily Housing,3015232,UNCLEAR,False,False,False,28.5,30.8,0.92,57.9,0,0,0,0,0,0,85788962,14398738,1009780001,1083679;1083681;1083682;1083684;1083685;1083686;1083687;1083688;1083689;1083690;1083691;1083692;1083693;1083694;1083695;1083696;1083697;1083698;1083699;1083700;1083701,40.735712,-73.979223
360 East 72nd Street,360 East 72nd Street,MANHATTAN,Multifamily Housing,560525,UNCLEAR,False,False,False,28.2,30.8,0.91,23.0,0,0,0,0,0,2,15779414,4997745,1-01446-0023,1044862,40.768146,-73.956834
9-11 East 19th Street & 895 Broadway - Parent Property,9-11 East 19th Street,MANHATTAN,Fitness Center/Health Club/Gym,94792,UNCLEAR,False,False,False,27.8,46.2,0.6,26.0,0,0,0,0,0,0,2635929,1351386,1-00848-0008;1-00848-0015,1016160;1080760,40.738788,-73.990661
40 Broad Street (40 Broad St),40 Broad St,MANHATTAN,Multifamily Housing,319910,UNCLEAR,False,False,False,27.7,30.8,0.9,38.7,0,0,0,0,0,1,8874381,3638091,1000247501,1078985,40.706021,-74.011332
Berkeley 12 East 41st LLC,12 E. 41st Street,MANHATTAN,College/University,83267,UNCLEAR,False,False,False,27.5,21.9,1.25,36.5,0,0,0,0,0,0,2286868,987153,1012750064,1035326,40.752524,-73.980708
St. Mary's Home for Working Girls,225 East 72nd Street,MANHATTAN,Residence Hall/Dormitory,111570,UNCLEAR,False,False,False,27.4,34.2,0.8,62.3,0,0,0,0,0,1,3056080,534089,1-01427-0011,1043968,40.769451,-73.959876
Halstead - 279 Central Park West,279 CENTRAL PARK WEST,MANHATTAN,Multifamily Housing,137960,UNCLEAR,False,False,False,27.4,30.8,0.89,48.8,0,0,0,0,0,2,3774030,1147056,1012027501,1031513,40.786693,-73.968327
866 Third Ave (854 3 AVE),854 3 AVENUE,MANHATTAN,Mixed Use Property,458682,UNCLEAR,False,False,False,27.4,26.3,1.04,29.8,0,0,0,0,0,1,12573834,8700361,1013077501,1036469,40.757174,-73.969792
590 Madison Avenue,590 Madison Avenue,MANHATTAN,Mixed Use Property,1029577,UNCLEAR,False,False,False,27.3,26.3,1.04,35.8,0,0,0,0,0,3,28091586,14794395,1-01292-0015,1035778,40.762146,-73.972479
Wallack - 190 East 72nd Street,182 EAST 72 STREET,MANHATTAN,Multifamily Housing,325680,UNCLEAR,False,False,False,27.2,30.8,0.88,51.2,0,0,0,0,0,1,8853868,2427699,1014060041,1042818,40.769984,-73.961183
CO/VZT/104 BROAD ST/NEW YORK/NY,104 BROAD ST,MANHATTAN,Data Center,244488,UNCLEAR,False,False,False,27.0,27.0,1.0,20.9,0,0,0,0,0,2,6590331,7119049,1000080044,1000016,40.703257,-74.01157
AKAM - 340 East 23rd Street,340 East 23rd Street,MANHATTAN,Multifamily Housing,191239,UNCLEAR,False,False,False,27.0,30.8,0.88,34.3,0,0,0,0,0,1,5163243,2260659,1-00928-7503,1020579,40.737411,-73.979803
DEPM 7580 - 240 Park Avenue South,240 Park Avenue South,MANHATTAN,Multifamily Housing,103784,UNCLEAR,False,False,False,27.0,30.8,0.88,40.0,0,0,0,0,0,1,2802969,1164722,1-00848-7505,1087725,40.737975,-73.988009
Bridge Tower Place,401 E. 60Th Street,MANHATTAN,Multifamily Housing,449120,UNCLEAR,False,False,False,27.0,30.8,0.88,49.1,0,0,0,0,0,1,12127040,3529967,1014557501,1045271,40.760166,-73.961347
866 Third Avenue,866 Third Avenue,MANHATTAN,Mixed Use Property,458682,UNCLEAR,False,False,True,26.8,26.3,1.02,29.5,-2.2,0.0,0.0,0,0,1,12271657,8601736,1-01307-7501,1036469,40.757435,-73.9696
"62nd Street East, Inc.",175 East 62nd Street,MANHATTAN,Multifamily Housing,162378,UNCLEAR,False,False,False,26.7,30.8,0.87,46.8,0,0,0,0,0,1,4338972,1210385,1-01397-0033,1042050,40.763736,-73.965912
GPG - 353 East 83rd Street,353 East 83rd Street,MANHATTAN,Multifamily Housing,267771,UNCLEAR,False,False,False,26.6,30.8,0.86,57.0,0,0,0,0,0,0,7129507,1422154,1-01546-0023,1049931,40.775412,-73.951929
(5166) - 166 East 61st St. Coop (166 East 61st Street),166 East 61st Street,MANHATTAN,Multifamily Housing,206883,UNCLEAR,False,False,False,26.6,30.8,0.87,58.0,0,0,0,0,0,1,5511922,1087515,1-01395-7501,1041959,40.763179,-73.96658
AKAM - 201 East 62nd Street,201 East 62nd Street,MANHATTAN,Multifamily Housing,167500,UNCLEAR,False,False,False,26.4,30.8,0.86,53.3,0,0,0,0,0,1,4426910,1120494,1-01417-0001,1043826,40.763296,-73.964869
One Wall Street Condominium,1 Wall Street,MANHATTAN,Multifamily Housing,1161292,UNCLEAR,False,False,True,26.3,30.8,0.85,36.1,-19.0,0.0,0.0,0,0,4,30484191,15176059,1000237501,1000815,40.707278,-74.01191
52 Gramercy Park North & 2 Lexington Avenue - Parent Property,2 Lexington Avenue,MANHATTAN,Hotel,254413,UNCLEAR,False,False,False,26.1,34.6,0.75,48.7,0,0,0,0,0,0,6638265,986576,1-00877-0018;1-00877-0013,1017990;1087279,40.738315,-73.985616
RY - 15 William Street,15 William Street,MANHATTAN,Multifamily Housing,483839,UNCLEAR,False,False,False,26.0,30.8,0.85,41.9,0,0,0,0,0,1,12601919,3874280,1-00025-7501,1087954,40.705209,-74.009998
CO/VZT/228 E 56 ST/NEW YORK/NY,228 E 56 ST,MANHATTAN,Data Center,239593,UNCLEAR,False,False,False,25.9,27.0,0.96,10.4,0,0,0,0,0,6,6193922,15438855,1013290017,1038579,40.759249,-73.967264
Orsid - 170 West 23rd Street,170 West 23rd Street,MANHATTAN,Multifamily Housing,206773,UNCLEAR,False,False,False,25.9,30.8,0.84,38.9,0,0,0,0,0,0,5361169,1979665,1-00798-7502,1068238,40.743677,-73.994655
110 WEST END AVENUE,110 WEST END AVENUE,MANHATTAN,Multifamily Housing,443520,UNCLEAR,False,False,False,25.9,30.8,0.84,69.9,0,0,0,0,0,0,11494972,1272829,1011560001,1030339,40.775106,-73.98789
Dermot - 21 West End Avenue,21 W. End Avenue,MANHATTAN,Multifamily Housing,743396,UNCLEAR,False,False,False,25.7,30.8,0.84,42.4,0,0,0,0,0,1,19115128,7100622,1011717510;1011710164,1088870,40.772463,-73.989844
Metropolitan Tower Condomium,146 West 57th Street,MANHATTAN,Multifamily Housing,640396,UNCLEAR,False,False,False,25.5,30.8,0.83,44.6,0,0,0,0,0,1,16311365,5776009,1-01009-7501,1085969,40.765152,-73.979199
DEPM 1694 - 35 East 75th Street,35 East 75th Street,MANHATTAN,Multifamily Housing,225202,UNCLEAR,False,False,False,25.4,30.8,0.83,57.0,0,0,0,0,0,0,5724326,1260906,1-01390-0023,1041695,40.773597,-73.963665
DEPM 1348 - 25 Broad Street,25 Broad Street,MANHATTAN,Multifamily Housing,384294,UNCLEAR,False,False,False,25.3,30.8,0.82,43.6,0,0,0,0,0,1,9703865,3622594,1000257502,1000824,40.706114,-74.01126
337C7-NYCWS-New York Marriott Downtown,85 West Street,MANHATTAN,Hotel,374505,UNCLEAR,False,False,False,25.2,34.6,0.73,13.9,0,0,0,0,0,1,9450247,3874752,1-00055-0016,1001061,40.709676,-74.014929
MSKCC - Super Campus -(Main Campus / Schwartz / RRL/ ZRC ),1275  York Ave,MANHATTAN,Mixed Use Property,2437399,UNCLEAR,False,False,False,25.1,26.3,0.96,9.0,0,0,0,0,0,0,61274119,93724739,1-01462-0001;1-01462-0005;1-01463-7501;1-01461-0013,1045572;1087284;1087313;1045570,40.764199,-73.955695
Halstead - 55 Wall Street,53 WALL STREET,MANHATTAN,Multifamily Housing,306136,UNCLEAR,False,False,True,25.1,30.8,0.82,18.6,-43.6,0.0,0.0,0,0,1,7690601,851175,1000277501,1000827,40.70632,-74.009407
Park Avenue Tower,65 East 55th Street,MANHATTAN,Financial Office,540752,UNCLEAR,False,False,False,24.9,20.1,1.24,31.7,0,0,0,0,0,1,13489250,8385160,1012910028,1035771,40.760718,-73.972642
DEPM 2584 - 40 East 80th St,40 East 80th Street,MANHATTAN,Multifamily Housing,111360,UNCLEAR,False,False,False,24.8,30.8,0.8,40.4,0,0,0,0,0,1,2758112,1157541,1-01491-0048,1046451,40.776868,-73.96133
260 Park Ave South,260 Park Avenue South,MANHATTAN,Multifamily Housing,232800,UNCLEAR,False,False,False,24.7,30.8,0.8,42.2,0,0,0,0,0,1,5748644,2278723,1-00849-7504,1016213,40.738642,-73.987511
CO/VZT/204 2ND AVE/NEW YORK/NY,204 2ND AVE,MANHATTAN,Data Center,250184,UNCLEAR,False,False,False,24.6,27.0,0.91,14.4,0,0,0,0,0,1,6157697,10767266,1004540007,1006480,40.731456,-73.985578
Halstead - 165 East 32nd Street,165 East 32nd Street,BROOKLYN,Multifamily Housing,133749,UNCLEAR,False,False,False,24.5,30.8,0.8,51.7,0,0,0,0,0,1,3280216,799221,1-00888-0037,1018480,40.64656,-73.947186
Caprice: 320 E 58th Street,320 E 58th St,MANHATTAN,Multifamily Housing,117005,UNCLEAR,False,False,False,24.4,30.8,0.79,36.7,0,0,0,0,0,0,2856728,588401,1013500040,1040012,40.759497,-73.963672
500 Park Avenue (2024 Campus V2),500 Park Avenue,MANHATTAN,Multifamily Housing,348646,UNCLEAR,False,False,False,24.1,30.8,0.78,33.8,0,0,0,0,0,0,8411183,4687365,1012947501; 1012940037,1036084;1036086,40.762977,-73.97037
Christ Church Methodist,520 Park Avenue,MANHATTAN,Worship Facility,68559,UNCLEAR,False,False,False,24.1,24.1,1.0,50.2,0,0,0,0,0,1,1651552,463624,1013750036,1040805,40.763943,-73.970041
70 Park Ave,70 Park Ave,MANHATTAN,Hotel,95942,UNCLEAR,False,False,False,23.9,34.6,0.69,36.1,0,0,0,0,0,1,2291906,1190248,1008680036,1017236,40.74976,-73.979403
(7592) - 75 Wall Street (75 Wall Street),75 Wall Street,MANHATTAN,Multifamily Housing,683289,UNCLEAR,False,False,False,23.9,30.8,0.78,33.9,0,0,0,0,0,0,16307946,7418794,1-00031-7501,1090087,40.705486,-74.007874
Tribeca Grand Hotel,2 Avenue of the Americas,MANHATTAN,Hotel,132689,UNCLEAR,False,False,False,23.8,34.6,0.69,19.2,0,0,0,0,0,2,3161157,3456853,1-00191-0001,1088221,40.719128,-74.005166
"455 E. 57th, Inc. (455 East 57th St)",455 East 57th St,MANHATTAN,Multifamily Housing,99617,UNCLEAR,False,False,False,23.6,30.8,0.77,64.0,0,0,0,0,0,0,2354508,338072,1013690019,1040542,40.757809,-73.961713
